Date,Destination,Tickets_Booked,Train_Delay_Minutes,Weather_Impact,Festival_Impact,Festival_Name,Congestion
2020-09-07,Ahmedabad,1162,14,0.1,0,,0.34
2021-08-27,Mumbai Central,899,31,0.1,0,,0.49
2022-03-10,Chennai Central,927,22,0.9,0,,0.4
2019-01-13,Hyderabad Deccan,1315,0,0.8,0,,0.83
2021-08-14,Patna Junction,724,0,0.6,0,,0.42
2020-03-30,Kolkata,989,19,0.9,0,,0.45
2022-07-09,Kolkata,1002,0,0.6,0,,0.69
2021-09-08,Patna Junction,993,2,0.1,0,,0.34
2020-11-13,Chennai Central,596,0,0.8,0,,0.43
2020-10-17,Pune Junction,1390,17,0.3,0,,0.21
2021-10-16,Kolkata,862,0,0.1,0,,0.21
2022-05-27,Kolkata,979,39,0.8,0,,0.77
2019-05-27,Bengaluru City,1220,21,0.6,0,,0.84
2022-11-21,Bengaluru City,756,28,0.1,0,,0.16
2021-01-06,Patna Junction,1038,18,0.6,0,,0.42
2020-07-18,Pune Junction,1375,0,0.3,0,,0.15
2022-04-11,Lucknow NR,912,0,0.6,0,,0.4
2021-05-21,Mumbai Central,933,0,0.9,0,,0.11
2023-01-01,Mumbai Central,1408,0,0.6,0,,0.87
2019-07-01,Bengaluru City,1239,15,0.1,0,,0.37
2019-12-30,Pune Junction,504,16,0.3,0,,0.38
2022-02-02,Ahmedabad,1261,39,0.8,0,,0.31
2019-03-10,Patna Junction,1099,31,0.6,0,,0.32
2021-04-29,Lucknow NR,1494,0,0.3,0,,0.53
2022-09-02,Bengaluru City,753,37,0.6,0,,0.33
2023-06-29,Bengaluru City,910,21,0.9,0,,0.49
2019-11-24,Bengaluru City,1244,31,0.3,0,,0.38
2019-01-10,Lucknow NR,814,0,0.1,0,,0.25
2020-04-24,New Delhi,1226,23,0.8,0,,0.3
2023-10-15,Ahmedabad,1112,56,0.8,0,,0.62
2022-04-02,New Delhi,1284,49,0.9,0,,0.57
2019-05-13,Mumbai Central,900,0,0.6,0,,0.63
2022-04-14,Patna Junction,1477,0,0.1,1,Tamil New Year,0.43
2022-10-24,New Delhi,886,40,0.6,1,Diwali,0.73
2023-08-31,Bengaluru City,1044,0,0.3,0,,0.2
2019-02-24,Mumbai Central,865,0,0.8,0,,0.84
2019-02-22,Mumbai Central,1219,0,0.6,0,,0.36
2019-06-26,Hyderabad Deccan,1134,56,0.1,0,,0.31
2019-03-19,Kolkata,1136,60,0.9,0,,0.24
2019-05-16,Lucknow NR,1096,40,0.6,0,,0.71
2020-02-08,Chennai Central,581,2,0.9,0,,0.24
2022-06-19,Mumbai Central,910,0,0.9,0,,0.38
2023-05-23,Hyderabad Deccan,1145,54,0.3,0,,0.17
2020-02-27,New Delhi,924,29,0.8,0,,0.8
2019-10-06,Bengaluru City,1032,24,0.8,0,,0.3
2021-10-31,Pune Junction,1409,21,0.1,0,,0.53
2023-07-23,Chennai Central,866,11,0.9,0,,0.33
2020-12-01,Chennai Central,797,0,0.1,0,,0.39
2022-06-17,New Delhi,595,46,0.6,0,,0.82
2022-04-22,Chennai Central,565,0,0.6,0,,0.55
2023-02-08,New Delhi,1477,9,0.1,0,,0.2
2019-07-07,Mumbai Central,1470,14,0.8,0,,0.4
2019-12-07,Ahmedabad,1308,3,0.9,0,,0.51
2023-03-18,Ahmedabad,884,9,0.1,0,,0.4
2020-02-18,Lucknow NR,805,0,0.3,0,,0.14
2020-04-01,Kolkata,747,9,0.1,0,,0.3
2022-03-03,Bengaluru City,786,57,0.8,0,,0.56
2022-04-11,Pune Junction,818,36,0.3,0,,0.33
2019-12-24,Lucknow NR,949,45,0.9,0,,0.26
2023-07-03,Patna Junction,1023,13,0.8,0,,0.8
2023-05-27,Lucknow NR,1029,59,0.6,0,,0.48
2021-02-01,New Delhi,1358,9,0.8,0,,0.55
2022-11-20,Pune Junction,816,43,0.8,0,,0.83
2021-03-14,Kolkata,601,2,0.3,0,,0.56
2021-05-24,Mumbai Central,1012,0,0.8,0,,0.57
2019-06-25,Chennai Central,1003,11,0.6,0,,0.32
2023-12-11,Mumbai Central,1142,0,0.8,0,,0.89
2019-02-16,Pune Junction,645,5,0.6,0,,0.35
2021-06-05,New Delhi,1265,18,0.3,0,,0.53
2023-10-30,Patna Junction,1079,0,0.1,0,,0.41
2019-04-02,Mumbai Central,1326,0,0.3,0,,0.13
2019-10-01,Lucknow NR,1338,4,0.6,0,,0.37
2022-10-21,New Delhi,564,39,0.6,0,,0.32
2022-06-12,Patna Junction,680,20,0.8,0,,0.61
2022-04-06,Patna Junction,1351,9,0.6,0,,0.62
2020-12-17,Patna Junction,938,0,0.1,0,,0.59
2022-07-20,Patna Junction,1471,4,0.6,0,,0.64
2019-03-05,Chennai Central,1313,0,0.8,0,,0.63
2020-10-24,Hyderabad Deccan,1207,8,0.8,1,Diwali,0.48
2019-07-21,Lucknow NR,649,0,0.9,0,,0.46
2020-02-14,Pune Junction,1113,32,0.1,0,,0.56
2019-12-31,Kolkata,1393,60,0.1,0,,0.24
2021-12-09,Kolkata,725,0,0.3,0,,0.16
2021-10-13,Kolkata,1417,23,0.3,0,,0.12
2020-06-11,Patna Junction,650,56,0.9,0,,0.28
2023-04-18,Patna Junction,846,38,0.9,0,,0.4
2021-11-21,Mumbai Central,1017,34,0.6,0,,0.44
2019-08-15,Pune Junction,684,20,0.9,1,Independence Day,0.5
2019-11-03,Kolkata,1205,37,0.6,0,,0.36
2022-11-11,Ahmedabad,1361,0,0.8,0,,0.66
2020-04-06,New Delhi,1234,0,0.9,0,,0.5
2020-09-06,Chennai Central,651,0,0.9,0,,0.48
2022-03-12,Patna Junction,1032,27,0.1,0,,0.31
2023-03-03,Pune Junction,1323,54,0.3,0,,0.2
2021-08-25,Hyderabad Deccan,1373,1,0.9,0,,0.14
2019-02-14,Bengaluru City,792,0,0.1,0,,0.36
2023-04-28,New Delhi,1362,35,0.1,0,,0.55
2019-07-07,Kolkata,1464,32,0.1,0,,0.29
2021-05-26,Bengaluru City,688,0,0.1,0,,0.1
2020-09-16,New Delhi,788,0,0.1,0,,0.59
2023-05-11,Ahmedabad,1143,0,0.1,0,,0.32
2021-12-14,Chennai Central,1192,0,0.6,0,,0.5
2023-06-26,Mumbai Central,1108,26,0.9,0,,0.43
2019-03-11,Kolkata,683,31,0.8,0,,0.44
2020-08-07,Hyderabad Deccan,1084,0,0.9,0,,0.11
2022-06-11,Patna Junction,646,0,0.3,0,,0.24
2021-09-26,Pune Junction,554,51,0.6,0,,0.34
2022-11-07,Bengaluru City,1284,0,0.8,0,,0.52
2022-03-18,Kolkata,1331,30,0.9,0,,0.57
2020-07-31,Chennai Central,543,33,0.6,0,,0.89
2021-03-11,Kolkata,717,0,0.8,0,,0.37
2022-06-08,Mumbai Central,1330,22,0.8,0,,0.89
2023-01-23,Pune Junction,1421,56,0.1,0,,0.22
2020-08-30,Kolkata,1094,6,0.9,0,,0.38
2022-10-13,Bengaluru City,844,0,0.3,0,,0.27
2022-07-19,Pune Junction,760,0,0.1,0,,0.56
2023-07-06,Ahmedabad,658,33,0.1,0,,0.23
2021-11-30,Pune Junction,1397,0,0.3,0,,0.52
2020-05-22,New Delhi,1053,15,0.1,0,,0.15
2021-02-26,Kolkata,1297,20,0.1,0,,0.47
2022-08-19,Mumbai Central,757,11,0.3,0,,0.59
2021-09-26,Hyderabad Deccan,730,1,0.8,0,,0.56
2021-01-11,Kolkata,1363,50,0.6,0,,0.46
2019-06-26,Bengaluru City,1169,19,0.1,0,,0.56
2021-02-26,Mumbai Central,988,0,0.6,0,,0.37
2021-09-27,Chennai Central,561,0,0.1,0,,0.23
2019-09-06,Lucknow NR,878,5,0.6,0,,0.81
2019-01-14,Patna Junction,1228,37,0.9,1,Makar Sankranti,0.89
2019-05-11,New Delhi,960,40,0.8,0,,0.6
2019-11-20,New Delhi,741,26,0.6,0,,0.67
2022-11-03,Pune Junction,932,40,0.3,0,,0.32
2022-01-15,New Delhi,852,28,0.1,0,,0.13
2022-09-17,Chennai Central,1052,6,0.1,0,,0.29
2023-11-21,Ahmedabad,1431,43,0.3,0,,0.56
2023-01-21,Kolkata,1335,0,0.3,0,,0.4
2019-04-16,Kolkata,910,55,0.9,0,,0.46
2020-07-20,Mumbai Central,860,18,0.1,0,,0.51
2021-12-18,Hyderabad Deccan,1341,5,0.9,0,,0.5
2021-03-07,New Delhi,1410,17,0.1,0,,0.41
2019-12-03,Ahmedabad,851,31,0.6,0,,0.45
2021-02-13,Pune Junction,1187,45,0.1,0,,0.26
2019-10-26,Mumbai Central,1320,51,0.6,0,,0.78
2019-10-10,New Delhi,624,7,0.3,0,,0.44
2023-08-13,Bengaluru City,671,0,0.9,0,,0.39
2019-05-23,Ahmedabad,683,60,0.3,0,,0.27
2021-07-17,Kolkata,566,0,0.9,0,,0.28
2022-12-05,Chennai Central,797,15,0.1,0,,0.27
2020-11-14,Bengaluru City,738,0,0.3,0,,0.23
2020-10-24,Pune Junction,683,0,0.3,1,Diwali,0.63
2022-02-03,Mumbai Central,994,55,0.8,0,,0.58
2023-12-21,Ahmedabad,712,0,0.3,0,,0.4
2019-01-31,Lucknow NR,724,25,0.6,0,,0.36
2021-12-14,Patna Junction,984,56,0.9,0,,0.4
2019-10-14,Lucknow NR,1456,0,0.8,0,,0.51
2020-11-02,Lucknow NR,953,0,0.8,0,,0.76
2019-01-23,Hyderabad Deccan,1022,0,0.1,0,,0.59
2023-02-19,Patna Junction,1069,0,0.1,0,,0.27
2023-04-10,New Delhi,1207,0,0.3,0,,0.18
2023-05-11,New Delhi,755,30,0.9,0,,0.48
2020-12-20,Chennai Central,758,34,0.8,0,,0.48
2019-02-23,Kolkata,1422,0,0.1,0,,0.54
2020-04-09,Patna Junction,1332,3,0.8,0,,0.36
2021-05-08,Pune Junction,1264,41,0.1,0,,0.15
2020-08-24,Patna Junction,1442,23,0.3,0,,0.31
2023-05-25,Bengaluru City,1204,0,0.1,0,,0.39
2020-12-03,Chennai Central,1060,22,0.8,0,,0.85
2021-01-10,Hyderabad Deccan,538,44,0.3,0,,0.19
2019-03-12,New Delhi,1086,19,0.6,0,,0.7
2021-08-09,Mumbai Central,947,60,0.9,0,,0.42
2021-05-30,Mumbai Central,1450,0,0.3,0,,0.14
2019-06-08,Mumbai Central,809,54,0.9,0,,0.25
2021-08-10,Pune Junction,593,0,0.8,0,,0.57
2019-07-22,Mumbai Central,863,41,0.3,0,,0.41
2019-11-24,Mumbai Central,661,34,0.9,0,,0.26
2023-08-05,Hyderabad Deccan,1008,52,0.3,0,,0.17
2023-11-10,Patna Junction,635,57,0.1,0,,0.41
2022-11-08,Patna Junction,748,47,0.9,0,,0.43
2019-10-24,Mumbai Central,1093,6,0.6,1,Diwali,0.78
2020-07-03,Bengaluru City,1122,36,0.3,0,,0.32
2023-06-07,Ahmedabad,1182,0,0.1,0,,0.14
2019-12-20,Mumbai Central,726,20,0.8,0,,0.49
2019-05-20,Mumbai Central,1272,22,0.9,0,,0.46
2021-04-11,Patna Junction,765,0,0.9,0,,0.25
2021-04-05,Mumbai Central,851,52,0.1,0,,0.28
2020-11-11,Pune Junction,671,0,0.8,0,,0.41
2019-10-11,Kolkata,913,17,0.6,0,,0.8
2021-10-01,Hyderabad Deccan,862,27,0.6,0,,0.74
2021-11-24,Patna Junction,1123,3,0.3,0,,0.26
2020-12-10,Bengaluru City,1189,45,0.1,0,,0.37
2022-05-06,Pune Junction,1270,15,0.3,0,,0.24
2020-02-26,Patna Junction,804,7,0.1,0,,0.44
2023-09-26,Kolkata,1388,0,0.3,0,,0.22
2022-08-30,Hyderabad Deccan,960,48,0.1,0,,0.19
2022-06-29,Kolkata,610,33,0.6,0,,0.66
2023-06-27,Kolkata,814,17,0.6,0,,0.73
2020-10-23,Patna Junction,828,7,0.9,0,,0.13
2019-04-03,New Delhi,621,0,0.1,0,,0.24
2023-09-25,Kolkata,1185,3,0.6,0,,0.82
2020-08-10,New Delhi,1412,0,0.8,0,,0.57
2022-07-11,New Delhi,1499,55,0.6,0,,0.78
2019-08-18,Pune Junction,568,9,0.9,0,,0.21
2022-03-20,Lucknow NR,832,44,0.6,0,,0.41
2020-10-26,New Delhi,1386,22,0.3,0,,0.25
2020-08-09,Patna Junction,1357,3,0.9,0,,0.32
2020-02-05,Chennai Central,1066,14,0.6,0,,0.73
2023-08-24,Mumbai Central,733,42,0.3,0,,0.33
2020-07-05,Hyderabad Deccan,911,0,0.8,0,,0.52
2023-04-20,Kolkata,1374,0,0.6,0,,0.46
2020-01-13,Kolkata,1421,22,0.8,0,,0.84
2023-12-20,Hyderabad Deccan,607,60,0.1,0,,0.35
2022-02-01,Lucknow NR,1277,0,0.8,0,,0.85
2019-04-25,Patna Junction,1386,0,0.6,0,,0.77
2019-12-31,New Delhi,1439,17,0.1,0,,0.39
2023-07-06,New Delhi,1495,56,0.8,0,,0.74
2021-04-10,Kolkata,903,38,0.3,0,,0.54
2021-05-02,Pune Junction,1396,0,0.9,0,,0.55
2022-04-14,Patna Junction,1373,13,0.6,1,Tamil New Year,0.35
2019-01-02,Chennai Central,1411,9,0.8,0,,0.47
2021-02-01,Chennai Central,1131,24,0.6,0,,0.62
2021-01-18,Mumbai Central,1234,7,0.8,0,,0.4
2021-01-22,Mumbai Central,988,0,0.3,0,,0.28
2022-09-09,Patna Junction,1491,22,0.9,0,,0.21
2019-04-12,New Delhi,1486,23,0.8,0,,0.48
2019-06-21,Hyderabad Deccan,1360,0,0.1,0,,0.55
2022-01-30,New Delhi,799,8,0.9,0,,0.23
2021-02-27,Pune Junction,834,35,0.3,0,,0.52
2023-12-16,Bengaluru City,1249,0,0.1,0,,0.11
2022-09-19,Bengaluru City,1022,46,0.3,0,,0.35
2019-02-27,Ahmedabad,844,15,0.3,0,,0.28
2023-02-03,Hyderabad Deccan,988,0,0.3,0,,0.51
2020-05-17,Kolkata,787,1,0.9,0,,0.36
2022-11-08,Pune Junction,676,9,0.3,0,,0.46
2023-02-03,Pune Junction,873,0,0.8,0,,0.71
2023-11-14,Lucknow NR,1103,55,0.1,0,,0.41
2022-09-12,Pune Junction,818,0,0.9,0,,0.12
2022-08-30,Ahmedabad,853,0,0.6,0,,0.77
2023-11-16,Patna Junction,711,21,0.9,0,,0.19
2021-01-19,Hyderabad Deccan,1404,19,0.1,0,,0.13
2019-04-06,Ahmedabad,575,58,0.8,0,,0.77
2021-01-17,Pune Junction,839,5,0.6,0,,0.79
2021-05-18,New Delhi,1148,0,0.9,0,,0.31
2022-09-13,Kolkata,1473,37,0.3,0,,0.36
2019-10-09,Mumbai Central,766,43,0.8,0,,0.45
2022-02-26,Chennai Central,537,0,0.9,0,,0.27
2022-12-26,Patna Junction,732,26,0.1,0,,0.4
2020-07-17,Patna Junction,1230,60,0.9,0,,0.53
2019-05-20,Ahmedabad,766,41,0.1,0,,0.15
2021-05-05,Patna Junction,1111,3,0.9,0,,0.57
2023-05-20,Chennai Central,555,18,0.6,0,,0.82
2020-05-06,New Delhi,1497,17,0.1,0,,0.19
2022-04-30,Bengaluru City,715,10,0.1,0,,0.53
2021-05-19,Ahmedabad,1038,30,0.3,0,,0.59
2022-02-16,Pune Junction,1377,41,0.9,0,,0.39
2019-03-23,Pune Junction,861,4,0.1,0,,0.19
2019-07-09,Hyderabad Deccan,734,53,0.1,0,,0.15
2021-02-12,Lucknow NR,1342,60,0.6,0,,0.46
2020-04-02,Chennai Central,1294,29,0.8,0,,0.59
2021-09-24,Bengaluru City,1165,60,0.8,0,,0.7
2019-04-24,Bengaluru City,603,58,0.9,0,,0.54
2020-12-07,Chennai Central,680,39,0.8,0,,0.69
2023-04-26,Ahmedabad,673,3,0.6,0,,0.9
2020-03-28,Chennai Central,1028,52,0.6,0,,0.39
2023-04-11,Ahmedabad,1385,0,0.3,0,,0.43
2022-07-26,Patna Junction,657,0,0.6,0,,0.62
2023-01-15,Patna Junction,787,57,0.8,0,,0.51
2021-12-24,Kolkata,573,0,0.8,0,,0.48
2020-03-24,New Delhi,992,0,0.3,0,,0.5
2021-06-01,Patna Junction,594,35,0.6,0,,0.33
2021-03-10,Lucknow NR,695,13,0.6,0,,0.69
2022-07-25,Hyderabad Deccan,805,31,0.3,0,,0.56
2021-08-19,New Delhi,1291,24,0.9,0,,0.3
2020-10-23,Chennai Central,986,60,0.3,0,,0.35
2022-09-09,Hyderabad Deccan,807,7,0.6,0,,0.36
2020-05-08,Kolkata,636,3,0.8,0,,0.46
2023-03-25,Lucknow NR,1105,0,0.1,0,,0.16
2023-05-19,Mumbai Central,1331,60,0.8,0,,0.66
2020-01-16,Kolkata,717,50,0.8,0,,0.55
2020-02-26,Ahmedabad,601,0,0.6,0,,0.43
2022-04-19,New Delhi,1176,0,0.1,0,,0.22
2021-03-19,Hyderabad Deccan,1085,0,0.1,0,,0.31
2022-07-12,Kolkata,510,2,0.6,0,,0.36
2019-06-22,Ahmedabad,1336,15,0.8,0,,0.52
2019-05-21,Patna Junction,1238,3,0.9,0,,0.55
2019-11-29,Ahmedabad,1342,56,0.3,0,,0.35
2023-02-01,Lucknow NR,1450,0,0.9,0,,0.58
2022-04-25,Mumbai Central,1125,6,0.9,0,,0.1
2019-05-16,Chennai Central,1027,0,0.1,0,,0.42
2020-05-25,New Delhi,712,5,0.9,0,,0.2
2022-10-01,Patna Junction,747,55,0.8,0,,0.43
2022-01-05,Patna Junction,585,50,0.8,0,,0.31
2019-12-19,Patna Junction,863,50,0.1,0,,0.32
2021-10-07,Patna Junction,787,0,0.6,0,,0.6
2021-03-13,Patna Junction,1319,54,0.3,0,,0.44
2022-12-21,Pune Junction,631,12,0.6,0,,0.7
2019-04-15,Patna Junction,576,37,0.1,0,,0.13
2022-01-14,Patna Junction,1076,4,0.9,1,Makar Sankranti,0.88
2019-05-19,Ahmedabad,1173,32,0.6,0,,0.83
2022-09-09,Hyderabad Deccan,1453,10,0.8,0,,0.49
2022-05-15,Chennai Central,990,44,0.3,0,,0.43
2022-02-18,Mumbai Central,1402,0,0.1,0,,0.5
2020-09-19,Patna Junction,526,0,0.9,0,,0.12
2020-12-16,Ahmedabad,1437,0,0.8,0,,0.56
2022-11-19,Ahmedabad,748,34,0.3,0,,0.28
2020-03-23,Patna Junction,1000,51,0.9,0,,0.19
2020-08-10,Hyderabad Deccan,872,19,0.1,0,,0.21
2020-02-19,Pune Junction,942,46,0.1,0,,0.26
2022-03-06,Kolkata,1153,0,0.9,0,,0.45
2021-01-28,Lucknow NR,658,17,0.8,0,,0.55
2021-09-14,Chennai Central,1456,18,0.9,0,,0.4
2022-09-08,Chennai Central,615,29,0.1,0,,0.53
2023-07-13,Lucknow NR,1100,11,0.6,0,,0.65
2019-07-28,Bengaluru City,1456,7,0.9,0,,0.33
2021-12-20,Bengaluru City,1327,24,0.6,0,,0.71
2023-12-06,Kolkata,605,17,0.3,0,,0.47
2019-12-20,New Delhi,644,0,0.9,0,,0.33
2020-05-13,Kolkata,732,0,0.3,0,,0.12
2022-03-18,Patna Junction,1323,0,0.9,0,,0.42
2019-08-18,Bengaluru City,1376,27,0.1,0,,0.42
2022-11-07,Patna Junction,779,17,0.1,0,,0.5
2020-04-09,New Delhi,787,32,0.1,0,,0.39
2022-02-13,Pune Junction,843,0,0.6,0,,0.35
2021-09-19,Lucknow NR,1258,56,0.1,0,,0.43
2020-05-17,Kolkata,1229,0,0.8,0,,0.32
2022-11-22,New Delhi,1179,5,0.6,0,,0.5
2023-10-15,Bengaluru City,873,15,0.6,0,,0.69
2023-10-08,Lucknow NR,536,46,0.6,0,,0.85
2021-06-06,New Delhi,510,42,0.6,0,,0.8
2023-07-12,Chennai Central,873,0,0.6,0,,0.86
2020-11-27,Lucknow NR,1187,0,0.8,0,,0.38
2019-08-27,Mumbai Central,526,43,0.9,0,,0.17
2019-09-22,Hyderabad Deccan,1006,0,0.8,0,,0.79
2019-08-16,Hyderabad Deccan,1229,0,0.1,0,,0.26
2020-09-25,Bengaluru City,728,57,0.1,0,,0.41
2021-12-16,New Delhi,1307,48,0.8,0,,0.84
2020-05-17,Kolkata,1153,2,0.9,0,,0.12
2020-11-28,Hyderabad Deccan,1361,0,0.3,0,,0.42
2019-11-07,New Delhi,775,0,0.1,0,,0.48
2022-12-20,Patna Junction,1445,10,0.9,0,,0.13
2020-12-20,Patna Junction,980,0,0.6,0,,0.51
2020-08-29,Chennai Central,796,46,0.6,0,,0.46
2023-08-22,Chennai Central,880,9,0.6,0,,0.59
2021-08-04,Kolkata,819,57,0.6,0,,0.32
2021-07-24,Chennai Central,895,0,0.8,0,,0.6
2022-08-16,Ahmedabad,1116,0,0.6,0,,0.6
2022-08-05,Pune Junction,1390,0,0.6,0,,0.54
2019-02-05,Chennai Central,1342,38,0.6,0,,0.4
2019-01-20,Hyderabad Deccan,669,10,0.6,0,,0.69
2020-12-16,Bengaluru City,707,0,0.8,0,,0.56
2023-03-07,Chennai Central,1489,13,0.8,0,,0.63
2020-04-29,New Delhi,1374,30,0.8,0,,0.71
2019-01-29,Pune Junction,844,0,0.9,0,,0.4
2020-08-16,Pune Junction,973,0,0.6,0,,0.69
2021-12-01,Ahmedabad,531,47,0.3,0,,0.16
2023-10-22,Hyderabad Deccan,622,20,0.9,0,,0.13
2022-07-15,Kolkata,671,0,0.6,0,,0.47
2020-05-14,Bengaluru City,748,0,0.6,0,,0.61
2020-01-27,Ahmedabad,973,22,0.6,0,,0.78
2023-12-15,Chennai Central,1082,24,0.6,0,,0.54
2022-04-16,Patna Junction,874,0,0.3,0,,0.13
2021-10-31,Lucknow NR,1139,0,0.8,0,,0.65
2022-11-13,Chennai Central,833,0,0.8,0,,0.69
2020-03-24,Lucknow NR,1292,3,0.3,0,,0.56
2022-07-08,Pune Junction,1409,18,0.9,0,,0.2
2020-04-07,Kolkata,991,50,0.8,0,,0.6
2019-08-18,Hyderabad Deccan,1248,0,0.9,0,,0.25
2020-06-07,Lucknow NR,898,53,0.8,0,,0.85
2021-01-08,Ahmedabad,616,31,0.1,0,,0.39
2023-02-09,Chennai Central,550,7,0.1,0,,0.2
2019-10-24,Hyderabad Deccan,1382,0,0.3,1,Diwali,0.61
2023-02-15,Hyderabad Deccan,708,25,0.9,0,,0.47
2022-07-09,Pune Junction,1473,42,0.1,0,,0.29
2022-04-11,Chennai Central,1298,19,0.8,0,,0.53
2021-10-26,Pune Junction,1009,43,0.9,0,,0.32
2022-04-10,Patna Junction,942,0,0.9,0,,0.59
2021-11-19,Chennai Central,942,36,0.9,0,,0.14
2022-02-21,Patna Junction,1486,44,0.1,0,,0.51
2023-09-30,New Delhi,1454,0,0.8,0,,0.73
2020-01-14,Mumbai Central,1250,0,0.3,1,Makar Sankranti,0.45
2023-03-25,Patna Junction,717,0,0.8,0,,0.62
2021-09-16,Kolkata,1169,51,0.8,0,,0.42
2023-09-14,Lucknow NR,1101,58,0.3,0,,0.18
2020-02-01,Chennai Central,624,28,0.3,0,,0.3
2022-11-26,Lucknow NR,836,10,0.6,0,,0.54
2021-11-19,Mumbai Central,657,21,0.3,0,,0.18
2022-11-02,Mumbai Central,1468,20,0.8,0,,0.58
2020-05-03,Bengaluru City,706,0,0.1,0,,0.33
2021-12-03,Kolkata,539,0,0.8,0,,0.69
2023-11-22,Kolkata,571,0,0.1,0,,0.14
2022-12-16,Hyderabad Deccan,954,9,0.1,0,,0.52
2019-07-02,Patna Junction,1412,0,0.6,0,,0.7
2019-05-13,Mumbai Central,1142,3,0.8,0,,0.56
2020-04-11,Patna Junction,1180,0,0.3,0,,0.6
2021-05-06,New Delhi,563,34,0.8,0,,0.75
2020-06-04,Pune Junction,1400,0,0.1,0,,0.42
2019-07-17,Hyderabad Deccan,1286,54,0.8,0,,0.65
2021-10-14,Pune Junction,1189,13,0.6,0,,0.56
2022-11-26,Pune Junction,946,25,0.6,0,,0.35
2020-09-18,Chennai Central,781,58,0.6,0,,0.41
2023-09-27,Patna Junction,1029,8,0.1,0,,0.17
2020-07-04,Mumbai Central,951,55,0.1,0,,0.12
2023-01-21,Mumbai Central,1014,32,0.8,0,,0.72
2021-07-05,Hyderabad Deccan,678,45,0.3,0,,0.25
2023-02-22,Chennai Central,660,0,0.8,0,,0.67
2021-02-16,Ahmedabad,539,34,0.9,0,,0.23
2019-12-06,Kolkata,970,5,0.3,0,,0.39
2023-08-16,Kolkata,543,28,0.6,0,,0.67
2020-12-11,Mumbai Central,584,22,0.3,0,,0.17
2021-10-11,Chennai Central,1499,6,0.9,0,,0.31
2023-02-16,Ahmedabad,1034,30,0.9,0,,0.26
2023-10-28,Mumbai Central,939,2,0.1,0,,0.4
2021-09-19,Patna Junction,663,57,0.8,0,,0.35
2019-12-06,Ahmedabad,1085,5,0.1,0,,0.51
2022-04-26,Lucknow NR,1186,16,0.9,0,,0.45
2022-08-23,Bengaluru City,828,0,0.9,0,,0.47
2020-05-06,Ahmedabad,868,22,0.6,0,,0.71
2022-01-30,New Delhi,674,56,0.8,0,,0.4
2022-11-22,Hyderabad Deccan,1209,9,0.1,0,,0.53
2019-12-31,Chennai Central,1207,9,0.8,0,,0.35
2023-10-23,Patna Junction,758,0,0.6,0,,0.74
2022-07-30,Lucknow NR,1259,7,0.6,0,,0.73
2020-10-15,Lucknow NR,884,50,0.1,0,,0.25
2020-09-27,Ahmedabad,1249,4,0.3,0,,0.56
2020-03-15,Lucknow NR,1022,0,0.1,0,,0.12
2019-11-24,Mumbai Central,1229,0,0.8,0,,0.63
2021-01-13,Hyderabad Deccan,1070,30,0.8,0,,0.65
2020-01-29,Mumbai Central,1438,3,0.3,0,,0.59
2020-07-28,New Delhi,773,46,0.3,0,,0.2
2023-08-14,New Delhi,1194,41,0.8,0,,0.69
2023-06-05,Bengaluru City,1483,0,0.8,0,,0.34
2021-11-20,Pune Junction,526,1,0.3,0,,0.34
2021-04-05,Hyderabad Deccan,851,40,0.9,0,,0.47
2019-08-11,Chennai Central,841,0,0.3,0,,0.38
2020-01-09,Kolkata,1150,29,0.3,0,,0.6
2019-07-10,Mumbai Central,1102,24,0.9,0,,0.3
2019-01-13,New Delhi,1458,54,0.8,0,,0.89
2023-03-31,New Delhi,1040,26,0.9,0,,0.43
2023-09-14,Lucknow NR,581,0,0.9,0,,0.2
2022-11-07,Pune Junction,897,42,0.3,0,,0.24
2022-04-28,Lucknow NR,980,26,0.3,0,,0.4
2019-07-03,Lucknow NR,1313,14,0.1,0,,0.44
2021-06-22,New Delhi,1169,8,0.9,0,,0.15
2020-03-13,Ahmedabad,1227,22,0.3,0,,0.59
2021-10-21,Patna Junction,617,17,0.8,0,,0.51
2022-07-30,Patna Junction,873,37,0.8,0,,0.61
2023-07-26,Bengaluru City,924,0,0.8,0,,0.53
2019-04-19,Ahmedabad,631,0,0.9,0,,0.53
2020-10-22,Patna Junction,654,18,0.9,0,,0.5
2021-05-10,Lucknow NR,739,31,0.8,0,,0.63
2019-03-22,Kolkata,652,35,0.3,0,,0.27
2022-11-30,Mumbai Central,1354,48,0.9,0,,0.38
2019-07-30,Kolkata,764,19,0.9,0,,0.5
2020-09-21,Hyderabad Deccan,929,0,0.6,0,,0.66
2019-11-20,Chennai Central,692,16,0.9,0,,0.21
2023-04-23,Kolkata,642,38,0.8,0,,0.43
2020-09-10,New Delhi,1202,6,0.1,0,,0.34
2020-08-07,Bengaluru City,1061,7,0.1,0,,0.42
2020-12-03,Hyderabad Deccan,1383,0,0.9,0,,0.31
2021-11-19,Kolkata,1115,0,0.1,0,,0.37
2020-03-22,Ahmedabad,1025,0,0.1,0,,0.24
2023-05-05,Mumbai Central,574,1,0.8,0,,0.54
2019-02-17,Bengaluru City,961,54,0.8,0,,0.54
2019-08-02,Ahmedabad,790,36,0.1,0,,0.16
2022-02-01,Lucknow NR,1249,0,0.1,0,,0.45
